model,test,pairing_id,round,strategy_1,strategy_2,move_strategy_1,move_strategy_2,payoff_strategy_1,payoff_strategy_2,cooperation_rate,mutual_cooperation
GPT4.1-mini,TFT v Pav,4,11,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,12,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,13,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,1,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,2,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,3,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,4,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,5,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,6,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,7,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,8,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,9,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,10,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,11,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,12,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,13,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,14,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,5,15,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,6,1,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,6,2,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,6,3,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,6,4,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,6,5,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,6,6,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,6,7,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,6,8,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,6,9,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,7,1,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,7,2,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,7,3,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,7,4,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,7,5,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,7,6,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,7,7,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,7,8,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,7,9,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,7,10,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,1,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,2,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,3,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,4,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,5,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,6,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,7,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,8,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,9,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,10,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,8,11,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,1,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,2,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,3,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,4,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,5,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,6,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,7,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,8,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,9,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,10,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,11,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,12,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,9,13,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,0,1,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,0,2,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,0,3,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,0,4,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,0,5,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,1,1,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,1,2,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,1,3,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,1,4,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,1,5,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,1,6,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,1,7,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,1,8,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,2,1,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,2,2,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,2,3,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,2,4,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,2,5,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,2,6,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,2,7,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,2,8,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,3,1,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,3,2,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,3,3,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,3,4,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,3,5,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,3,6,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,4,1,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,4,2,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,4,3,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,4,4,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,4,5,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,4,6,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,4,7,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,4,8,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,1,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,2,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,3,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,4,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,5,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,6,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,7,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,8,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,9,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,10,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,11,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,12,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,13,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,5,14,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,1,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,2,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,3,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,4,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,5,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,6,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,7,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,8,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,9,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,10,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,11,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,6,12,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,7,1,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,7,2,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,7,3,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,7,4,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,7,5,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,7,6,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,7,7,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,7,8,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,7,9,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,1,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,2,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,3,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,4,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,5,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,6,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,7,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,8,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,9,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,10,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,8,11,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,9,1,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,9,2,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,9,3,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,9,4,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,9,5,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,9,6,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,9,7,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,9,8,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,9,9,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AC,9,10,AC,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,0,1,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,0,2,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,0,3,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,0,4,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,0,5,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,0,6,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,0,7,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,0,8,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,0,9,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,0,10,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,0,11,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,0,12,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,1,1,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,1,2,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,1,3,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,1,4,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,1,5,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,1,6,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,1,7,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,1,8,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,1,9,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,1,10,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,1,11,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,2,1,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,2,2,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,2,3,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,2,4,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,2,5,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,2,6,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,2,7,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,2,8,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,2,9,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,2,10,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,2,11,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,2,12,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,2,13,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,2,14,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,3,1,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,3,2,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,3,3,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,3,4,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,3,5,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,3,6,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,3,7,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,3,8,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,3,9,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,3,10,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,3,11,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,3,12,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,3,13,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,4,1,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,4,2,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,4,3,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,4,4,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,4,5,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,4,6,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,4,7,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,4,8,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,4,9,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,4,10,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,5,1,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,5,2,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,5,3,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,5,4,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,5,5,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,5,6,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,5,7,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,5,8,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,5,9,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,6,1,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,6,2,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,6,3,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,6,4,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,6,5,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,6,6,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,6,7,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,6,8,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,6,9,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,6,10,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,7,1,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,7,2,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,7,3,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,7,4,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,7,5,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,7,6,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,7,7,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,7,8,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,7,9,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,7,10,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,7,11,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,7,12,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,8,1,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,8,2,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,8,3,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,8,4,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,8,5,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,8,6,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,8,7,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,8,8,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,8,9,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,8,10,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,8,11,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,8,12,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,9,1,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,9,2,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,9,3,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,9,4,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,9,5,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,9,6,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,9,7,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,9,8,AC,AD,defect,defect,1,1,0,0
GPT4.1-mini,AC v AD,9,9,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,9,10,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v AD,9,11,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,9,12,AC,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v AD,9,13,AC,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AC v Pav,0,1,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,2,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,3,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,4,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,5,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,6,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,7,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,8,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,9,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,10,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,11,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,0,12,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,1,1,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,1,2,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,1,3,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,1,4,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,1,5,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,1,6,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,1,7,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,1,8,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,1,9,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,1,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,2,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,3,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,4,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,5,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,6,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,7,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,8,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,9,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,10,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,2,11,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,3,1,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,3,2,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,3,3,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,3,4,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,3,5,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,3,6,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,3,7,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,3,8,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,3,9,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,4,1,AC,Pav,cooperate,cooperate,3,3,1,1
